999999999|   :170* [0000]CCCAAABDDACDBBACDBCDCBDBBDBBAE
999999999|   :738* [0000]DDADCCDAACDCACBACDADACBEEECDDE
999999999|   :840* [0000]ABDCBDACCBAACACBACBDBAEACAAACE
999999999|   :967* [0000]BABBDBCBBABBCBEDBACDDCDDBBDCBE
203742475|001:840* [0001]DBDCBDACCBAABBCBCCABBDAACAAACC                                                                                                                                                      
207995040|001:840* [0002]ABDCBDACCBAACACBACADBAEACAAACE                                                                                                                                                      
208279561|001:170* [0003]CCCACABDDACDBBACDBCDCBDBBDBBAE                                                                                                                                                      
202742380|001:738* [0004]DDADCCDBAADCBBBACDADACBEEACDDA                                                                                                                                                      
207598213|001:840* [0006]CDAAABABCBADDABBCDBDBAEADAADCC                                                                                                                                                      
209738141|001:967* [0008]BABBABCBBCBBCBEDBAADDCDABBDCBA                                                                                                                                                      
204625878|001:170* [0009]CACAAABDDBCDDBACDBCDCADBBDBBEB                                                                                                                                                      
200629415|001:170* [0010]CCCAAADDDDCDCBAADBCDCBDBBDBBAB                                                                                                                                                      
207165589|001:738* [0011]DDADCCDAACDCDCBACDADABBEDECDDE                                                                                                                                                      
208070441|001:967* [0012]BABBBBCBBABBDBEDBACDCBBDBBDCBE                                                                                                                                                      
204462902|001:967* [0013]BABDCBCBBABBBBEDBACDDCCDABDCBE                                                                                                                                                      
202833923|001:967* [0014]BABBDBCBBABACBEDBACADCDDBBDCBA                                                                                                                                                      
202063083|001:967* [0015]BABDDACBBABCCBABBACDBDDDBBDCEA                                                                                                                                                      
201373996|001:967* [0016]BABBABCBBCBBCBEDBAADBBDDBBDCBE                                                                                                                                                      
201841400|001:967* [0017]BABDDBCBBABBCBEDBACDDCDDBBDCBA                                                                                                                                                      
203211295|001:967* [0018]CCDBAACABCBCDBCDDAADDCDDBADBBA                                                                                                                                                      
207509782|001:967* [0019]BABDDBCBBDBCADEDBACDCCDDBBDCBA                                                                                                                                                      
206048964|001:840* [0020]ABDCBDACCBAACACBACBDBAEABAAACE                                                                                                                                                      
200589256|001:840* [0021]DBDCADACCBAACACBACADBAEACAAACC                                                                                                                                                      
201392735|001:840* [0022]ABDCBDACCBAACACBACBDBAEACAAACE                                                                                                                                                      
206186660|001:840* [0023]ADDABDACCBAACABBACBDBAEACAAACC                                                                                                                                                      
205990347|001:840* [0024]BDDABDACEBAACABBCCBDBAEAEAAACC                                                                                                                                                      
205922678|001:840* [0025]ABBABDACCBABCACBACBDBAEACAAACE                                                                                                                                                      
200370089|001:840* [0026]ABCCADACECBADAABADBDAACDABAEDD                                                                                                                                                      
207369408|001:840* [0027]ABDCBDACCBAACACDACBDAAEACAAACC                                                                                                                                                      
208922612|001:840* [0028]ABBCBDACCBAACACBADBDDAEACAAACC                                                                                                                                                      
206453878|001:840* [0029]ABDCBDACCBAACACBACBBDAEADAAACC                                                                                                                                                      
209434111|001:738*1[0030]DDCBCCDAAEDBACBACCADACBECEAEDE                                                                                                                                                      
209786231|001:738* [0031]DDADCCDAACDCBCBACDADBABEEECDDD                                                                                                                                                      
207939116|001:738* [0032]BDADCCDADADCACBACDADABBEEECDDA                                                                                                                                                      
200387822|001:738* [0033]BDADCCDAAADCACBAADCDAABEEECDDE                                                                                                                                                      
202935843|001:738* [0034]DDCDDBDAACDCBCBACDADACBBCECDDA                                                                                                                                                      
201188115|001:738* [0035]DDADDCDAACDCBCAACCCDCBBEBECDDE                                                                                                                                                      
205505926|001:738* [0036]DDCDDCDAACDCACBCCDADBCAEAEEDDE                                                                                                                                                      
204411982|001:170* [0037]CCCABABDDACDBBDCDBCDCBDBBDBBAE                                                                                                                                                      
209261472|001:170* [0038]CCCCAABDDACDCBACDBCDCBDBAEBBAB                                                                                                                                                      
209105395|001:170* [0039]DCAABABCCACACBBDDDBDCBDBEDBBAE                                                                                                                                                      
204811316|001:170* [0040]ACAAAABDDBCDBBACDBCDCBDBBDBBAC                                                                                                                                                      
206735211|001:170* [0041]CCCAAABDDACDBBACDBCDCDDBBDBBEE                                                                                                                                                      
204125482|001:170* [0042]CCCAAABDDACDCBACDBCDABDBBDBCAE                                                                                                                                                      
201831783|001:170* [0043]BCDADBBCDDCDDBACCBCDABDBBDCAAA                                                                                                                                                      
204651928|001:738* [0044]DDADCCDAACDCACBACDADACBEEECDDE                                                                                                                                                      
206756432|001:840* [0045]ABBCBDACCBADABCBACABBBCAAAAACE                                                                                                                                                      
201055395|001:170* [0046]CCDAAABDDACDBBACDBCDCBDBBDBBAE                                                                                                                                                      
204906459|001:170* [0047]CADCCACCDBDDDBBCCBBBDCDECEEEBB                                                                                                                                                      
205543154|001:738* [0048]DDADCCDAACDCACBACDADABBECECDDE                                                                                                                                                      
201646154|001:738* [0049]DBCBDDDCACCCBCBDCDADBCBECCCDDA                                                                                                                                                      
205459968|001:738* [0050]DAADCCDDACDCDCBACDADACAEAECADE                                                                                                                                                      
204754800|001:170* [0053]DCCAAABDDACDBBACDBCDDBDBEDBBAE                                                                                                                                                      
200542029|001:967* [0054]BADBBBCBBABBCBEDBACDDCDDBBDCBE                                                                                                                                                      
203291609|001:170* [0055]CCAAAABDDACDBBACBBCDCBDBBDBBAE                                                                                                                                                      
201763835|001:170* [0056]ACCCAABDCACDBBACDACDDBDBCDBBAB                                                                                                                                                      
206852580|001:840* [0057]DDDCCDACCDAACAABADBDBAEDAAAACE                                                                                                                                                      
203132358|001:170* [0059]CBCAAABDDBCDCBACABCDCBDBEDBBAE                                                                                                                                                      
209208966|001:840* [0060]ABDCBDACCBAACACBACCDBDEACAAACC                                                                                                                                                      
200956324|001:738* [0061]DDADCCDAACDCACBACDADACBEEECDDE                                                                                                                                                      
203872537|001:170* [0062]CCCAAABDDACDCBACDABDCBEBCDBBAB                                                                                                                                                      
200557214|001:170* [0063]CCCCBABDCACDDBACDBCDCDDBBDBBAE                                                                                                                                                      
203615409|001:967* [0064]BADDDBCBBCBBCBEDDACDBBDDBBDCBA                                                                                                                                                      
203393476|001:170* [0065]CCCAAABDDACDBBACDBCDCBDBBDBBAE                                                                                                                                                      
207512812|001:967* [0066]BACBDBCBBABBCBEDBACDDCDDABDBBE                                                                                                                                                      
208747093|001:967* [0068]BABDDBCBBCBBCBEDBACDDDDDBBDCBE                                                                                                                                                      
206807578|001:967* [0069]BADBDBCBBABBCBEDBACDDCDDBBDBBE                                                                                                                                                      
200184928|001:840* [0070]ABDCDDACCBAACACBAABDBAEACAAACC                                                                                                                                                      
204603200|001:738* [0071]DDADCCDAACDCACBACDADACBEEECDDE                                                                                                                                                      
203252092|001:738* [0072]DBCBCDDAAACCBCBBCDACAABBBECDDA                                                                                                                                                      
207776768|001:967* [0074]BABBDBCBBABBCBEDBACDDDDDBBDCBE                                                                                                                                                      
200173625|001:170* [0075]CCAAAABDDACDBDECDBCACBDBBBBBAB                                                                                                                                                      
206311437|001:170* [0076]CCCACABDDBCDCBACDBCDCDDBBDBEAB                                                                                                                                                      
208764638|001:840* [0077]ABDABDACCBAAAACBACBDBDEADAAACC                                                                                                                                                      
202981813|001:840* [0078]ABDCBDACCBAACACBACBDBDEADAAACC                                                                                                                                                      
205800980|001:967* [0079]BABBDBCBBABBCBCDBACDBBDDBDDCBE                                                                                                                                                      
200233624|001:967* [0080]ADBDCDCCBABBBBEDBAADDADBABEEBA                                                                                                                                                      
207633122|001:738* [0081]DDADCCDAACDCACBACDADACBEEECDDE                                                                                                                                                      
201355613|001:840* [0082]ABDCBDACCBAACABBACBDBACAEAAACC                                                                                                                                                      
200148133|001:840* [0083]BBDACDACCBAABACBADDDABEBAAAACA                                                                                                                                                      
200703561|001:738* [0084]BDCDCADADADCBCBACBCDCDAECECDDA                                                                                                                                                      
203884893|001:738* [0085]DBADCCDBACDCACBAADADACACBEDADA                                                                                                                                                      
200122799|001:840* [0086]ABDADDACCBABCACBACADDACACAAACE                                                                                                                                                      
209082034|001:967* [0087]BAD DBCBBCBBCBEDBACDDCBDBBDCBA                                                                                                                                                      
206545549|001:738* [0088]DDADCCDAACDCACBACBADACBEEECDDE                                                                                                                                                      
202425895|001:967* [0089]BCDDDBCBBABB BEDDAADDDDDABDCBA                                                                                                                                                      
201971767|001:170* [0090]BCCACABDEBCDDBACDACDCBDECDBBAB                                                                                                                                                      
207831524|001:170* [0091]CCCACDBDDDCDBBAADBBDABDBBDBBAB                                                                                                                                                      
200454525|001:840* [0092]BDDADDACCCAAAACDADBDBAEADAAACC                                                                                                                                                      
201606474|001:840* [0093]ABBCBDACCBAACACDADBDBAEACAADEE                                                                                                                                                      
205088141|001:170* [0094]CCAAABBDDBDDABACBBCACDDBBDACAB                                                                                                                                                      
206315840|001:738* [0095]DDADCCDAACDCACBACDADABBEEECDDA                                                                                                                                                      
204518066|001:967* [0096]BABBBBCBBAACBBDDBACDCDDDDDDBBA                                                                                                                                                      
202188567|001:967* [0097]BABBDBCBBABBCBEDBACDDCDDABDCBE                                                                                                                                                      
201440095|001:967* [0098]BABBDBCBBABBDBEDBACDDCEDEBDCBE                                                                                                                                                      
